"Quart de finale 1","A  Clermont-Ferrand, samedi 13 avril",Clermont,53,Ulster,14
"Quart de finale 2","A Gloucester, vendredi 12 avril ",Gloucester,23,Ospreys,13
"Quart de finale 3","A Trévise, dimanche 14 avril",Trévise,39,Connacht,24
"Quart de finale 4","A Durban, samedi 13 avril",Sharks,36,Edimbourg,30
"Demi-finale 1","A Londres, samedi 4 mai à 13h30",Sharks,,Clermont,
"Demi-finale 2","A Gloucester, samedi 4 mai à 16h",Gloucester,,Trévise,
Finale,"A Londres, samedi 25 mai - 15h45",,,,
